chapter_id,chapter_name,section_id,section_name,req_id,req_description,level1,level2,level3,cwe,nist
V4,API e Web Service,V4.2,Validação da Estrutura da Mensagem HTTP,V4.2.5,"Verifique se, caso a aplicação (backend ou frontend) construa e envie requisições, ela usa validação, sanitização ou outros mecanismos para evitar a criação de URIs (como para chamadas de API) ou campos de cabeçalho de requisição HTTP (como Authorization ou Cookie) que sejam longos demais para serem aceitos pelo componente receptor. Isso poderia causar uma negação de serviço, como ao enviar uma requisição excessivamente longa (ex., um campo de cabeçalho de cookie longo), resultando no servidor sempre respondendo com um status de erro.",,,✓,,
V4,API e Web Service,V4.3,GraphQL,V4.3.1,"Verifique se uma lista de permissões (allowlist) de consultas, limitação de profundidade, limitação de quantidade ou análise de custo de consulta é usada para evitar Negação de Serviço (DoS) de expressão na camada de dados ou GraphQL como resultado de consultas aninhadas e custosas.",,✓,✓,,
V4,API e Web Service,V4.3,GraphQL,V4.3.2,"Verifique se as consultas de introspecção do GraphQL estão desabilitadas no ambiente de produção, a menos que a API do GraphQL seja destinada a ser usada por terceiros.",,✓,✓,,
V4,API e Web Service,V4.4,WebSocket,V4.4.1,Verifique se o WebSocket over TLS (WSS) é usado para todas as conexões WebSocket.,✓,✓,✓,,
V4,API e Web Service,V4.4,WebSocket,V4.4.2,"Verifique se, durante o handshake inicial do WebSocket HTTP, o campo de cabeçalho Origin é verificado em relação a uma lista de origens permitidas para a aplicação.",,✓,✓,,
V4,API e Web Service,V4.4,WebSocket,V4.4.3,"Verifique se, caso o gerenciamento de sessão padrão da aplicação não possa ser usado, tokens dedicados estão sendo usados para isso, os quais cumprem os requisitos de segurança relevantes de Gerenciamento de Sessão.",,✓,✓,,
V4,API e Web Service,V4.4,WebSocket,V4.4.4,Verifique se os tokens dedicados de gerenciamento de sessão do WebSocket são inicialmente obtidos ou validados por meio da sessão HTTPS previamente autenticada ao fazer a transição de uma sessão HTTPS existente para um canal WebSocket.,,✓,✓,,
V5,Manipulação de Arquivos,V5.1,Documentação de Manipulação de Arquivos,V5.1.1,"Verifique se a documentação define os tipos de arquivos permitidos, as extensões de arquivo esperadas e o tamanho máximo (incluindo o tamanho descompactado) para cada recurso de upload. Além disso, certifique-se de que a documentação especifique como os arquivos são tornados seguros para que os usuários finais façam download e os processem, como, por exemplo, o comportamento da aplicação quando um arquivo malicioso é detectado.",,✓,✓,,
V5,Manipulação de Arquivos,V5.2,Upload de Arquivo e Conteúdo,V5.2.1,Verifique se a aplicação aceitará apenas arquivos de um tamanho que possa processar sem causar perda de desempenho ou um ataque de negação de serviço.,✓,✓,✓,,
V5,Manipulação de Arquivos,V5.2,Upload de Arquivo e Conteúdo,V5.2.2,"Verifique se, quando a aplicação aceita um arquivo, seja individualmente ou dentro de um arquivo compactado como um zip, ela verifica se a extensão do arquivo corresponde a uma extensão esperada e valida se o conteúdo corresponde ao tipo representado pela extensão. Isso inclui, mas não se limita a, verificar os 'magic bytes' (bytes mágicos) iniciais, realizar a reescrita de imagem e usar bibliotecas especializadas para validação de conteúdo de arquivo. Para L1, o foco pode ser apenas nos arquivos que são usados para tomar decisões específicas de negócios ou segurança. Para L2 e superior, isso deve se aplicar a todos os arquivos sendo aceitos.",✓,✓,✓,,
V5,Manipulação de Arquivos,V5.2,Upload de Arquivo e Conteúdo,V5.2.3,"Verifique se a aplicação verifica os arquivos compactados (ex., zip, gz, docx, odt) em relação ao tamanho máximo não compactado permitido e em relação ao número máximo de arquivos antes de descompactar o arquivo.",,✓,✓,,
V5,Manipulação de Arquivos,V5.2,Upload de Arquivo e Conteúdo,V5.2.4,Verifique se uma cota de tamanho de arquivo e um número máximo de arquivos por usuário são aplicados para garantir que um único usuário não possa encher o armazenamento com muitos arquivos ou arquivos excessivamente grandes.,,,✓,,
V5,Manipulação de Arquivos,V5.2,Upload de Arquivo e Conteúdo,V5.2.5,"Verifique se a aplicação não permite o upload de arquivos compactados contendo links simbólicos (symlinks), a menos que isso seja especificamente exigido (nesse caso, será necessário impor uma lista de permissões dos arquivos que podem ser vinculados via symlink).",,,✓,,
V5,Manipulação de Arquivos,V5.2,Upload de Arquivo e Conteúdo,V5.2.6,"Verifique se a aplicação rejeita imagens enviadas com um tamanho de pixel maior que o máximo permitido, para evitar ataques de inundação de pixels (pixel flood).",,,✓,,
V5,Manipulação de Arquivos,V5.3,Armazenamento de Arquivos,V5.3.1,Verifique se os arquivos carregados ou gerados por entrada não confiável e armazenados em uma pasta pública não são executados como código de programa no lado do servidor quando acessados diretamente por uma requisição HTTP.,✓,✓,✓,,
V5,Manipulação de Arquivos,V5.3,Armazenamento de Arquivos,V5.3.2,"Verifique se, quando a aplicação cria caminhos de arquivo para operações de arquivo, em vez de usar nomes de arquivo enviados pelo usuário, ela usa dados gerados internamente ou confiáveis. Se os nomes de arquivo enviados pelo usuário ou os metadados do arquivo precisarem ser usados, validação e sanitização estritas devem ser aplicadas. Isso visa proteger contra ataques de path traversal, inclusão de arquivo local ou remoto (LFI, RFI) e falsificação de solicitação do lado do servidor (SSRF).",✓,✓,✓,,
V5,Manipulação de Arquivos,V5.3,Armazenamento de Arquivos,V5.3.3,"Verifique se o processamento de arquivos no lado do servidor, como a descompactação de arquivos, ignora as informações de caminho fornecidas pelo usuário para evitar vulnerabilidades como zip slip.",,,✓,,
V5,Manipulação de Arquivos,V5.4,Download de Arquivos,V5.4.1,"Verifique se a aplicação valida ou ignora os nomes de arquivo enviados pelo usuário, inclusive em um JSON, JSONP ou parâmetro de URL, e especifica um nome de arquivo no campo de cabeçalho Content-Disposition na resposta.",,✓,✓,,
V5,Manipulação de Arquivos,V5.4,Download de Arquivos,V5.4.2,"Verifique se os nomes de arquivos servidos (por exemplo, em campos de cabeçalho de resposta HTTP ou anexos de e-mail) são codificados ou sanitizados (por exemplo, seguindo a RFC 6266) para preservar a estrutura do documento e prevenir ataques de injeção.",,✓,✓,,
V5,Manipulação de Arquivos,V5.4,Download de Arquivos,V5.4.3,Verifique se os arquivos obtidos de fontes não confiáveis são verificados por scanners antivírus para evitar a veiculação de conteúdo malicioso conhecido.,,✓,✓,,
V6,Autenticação,V6.1,Documentação de Autenticação,V6.1.1,"Verifique se a documentação da aplicação define como os controles, como limitação de taxa (rate limiting), antiautomação e resposta adaptativa, são usados para se defender contra ataques como preenchimento de credenciais (credential stuffing) e força bruta de senha. A documentação deve deixar claro como esses controles são configurados e impedir o bloqueio malicioso de contas (account lockout).",✓,✓,✓,,
V6,Autenticação,V6.1,Documentação de Autenticação,V6.1.2,"Verifique se uma lista de palavras específicas do contexto está documentada para impedir o seu uso em senhas. A lista pode incluir permutações de nomes da organização, nomes de produtos, identificadores de sistema, codinomes de projeto, nomes de departamentos ou funções, e similares.",,✓,✓,,
V6,Autenticação,V6.1,Documentação de Autenticação,V6.1.3,"Verifique se, caso a aplicação inclua vários caminhos de autenticação, todos estejam documentados juntamente com os controles de segurança e a força de autenticação que devem ser aplicados consistentemente em todos eles.",,✓,✓,,
V6,Autenticação,V6.2,Segurança de Senha,V6.2.1,"Verifique se as senhas definidas pelo usuário têm pelo menos 8 caracteres de comprimento, embora um mínimo de 15 caracteres seja fortemente recomendado.",✓,✓,✓,,
V6,Autenticação,V6.2,Segurança de Senha,V6.2.2,Verifique se os usuários podem alterar sua senha.,✓,✓,✓,,
V6,Autenticação,V6.2,Segurança de Senha,V6.2.3,Verifique se a funcionalidade de alteração de senha exige a senha atual e a nova senha do usuário.,✓,✓,✓,,
V6,Autenticação,V6.2,Segurança de Senha,V6.2.4,"Verifique se as senhas enviadas durante o registro da conta ou na alteração da senha são verificadas em um conjunto disponível de, pelo menos, as 3000 senhas mais comuns que correspondem à política de senha da aplicação, por exemplo, o comprimento mínimo.",✓,✓,✓,,
V6,Autenticação,V6.2,Segurança de Senha,V6.2.5,"Verifique se senhas de qualquer composição podem ser usadas, sem regras que limitem o tipo de caracteres permitidos. Não deve haver requisito para um número mínimo de letras maiúsculas ou minúsculas, números ou caracteres especiais.",✓,✓,✓,,
V6,Autenticação,V6.2,Segurança de Senha,V6.2.6,Verifique se os campos de entrada de senha usam type=password para mascarar a entrada. As aplicações podem permitir que o usuário visualize temporariamente toda a senha mascarada ou o último caractere digitado da senha.,✓,✓,✓,,
V6,Autenticação,V6.2,Segurança de Senha,V6.2.7,"Verifique se a funcionalidade de ""colar"" (paste), ajudantes de senha de navegador e gerenciadores de senha externos são permitidos.",✓,✓,✓,,
V6,Autenticação,V6.2,Segurança de Senha,V6.2.8,"Verifique se a aplicação verifica a senha do usuário exatamente como recebida dele, sem nenhuma modificação como truncamento ou transformação de maiúsculas e minúsculas (case transformation).",✓,✓,✓,,
V6,Autenticação,V6.2,Segurança de Senha,V6.2.9,Verifique se senhas de pelo menos 64 caracteres são permitidas.,,✓,✓,,
V6,Autenticação,V6.2,Segurança de Senha,V6.2.10,Verifique se a senha de um usuário permanece válida até que seja descoberta como comprometida ou o usuário a troque. A aplicação não deve exigir a rotação periódica de credenciais.,,✓,✓,,
V6,Autenticação,V6.2,Segurança de Senha,V6.2.11,Verifique se a lista documentada de palavras específicas do contexto é usada para evitar que senhas fáceis de adivinhar sejam criadas.,,✓,✓,,
V6,Autenticação,V6.2,Segurança de Senha,V6.2.12,Verifique se as senhas enviadas durante o registro da conta ou alterações de senha são verificadas em relação a um conjunto de senhas vazadas (breached passwords).,,✓,✓,,
V6,Autenticação,V6.3,Segurança Geral de Autenticação,V6.3.1,"Verifique se os controles para prevenir ataques, como preenchimento de credenciais e força bruta de senha, são implementados de acordo com a documentação de segurança da aplicação.",✓,✓,✓,,
V6,Autenticação,V6.3,Segurança Geral de Autenticação,V6.3.2,"Verifique se contas de usuário padrão (ex., ""root"", ""admin"" ou ""sa"") não estão presentes na aplicação ou estão desativadas.",✓,✓,✓,,
V6,Autenticação,V6.3,Segurança Geral de Autenticação,V6.3.3,"Verifique se um mecanismo de autenticação multifator ou uma combinação de mecanismos de autenticação de fator único deve ser usado para acessar a aplicação. Para o L3, um dos fatores deve ser um mecanismo de autenticação baseado em hardware que ofereça resistência contra comprometimento e falsificação (impersonation) contra ataques de phishing, enquanto verifica a intenção de autenticar por meio da exigência de uma ação iniciada pelo usuário (como o pressionamento de um botão em uma chave de hardware FIDO ou telefone celular). Relaxar qualquer uma das considerações neste requisito exige uma justificativa totalmente documentada e um conjunto abrangente de controles mitigadores.",,✓,✓,,
V6,Autenticação,V6.3,Segurança Geral de Autenticação,V6.3.4,"Verifique se, caso a aplicação inclua vários caminhos de autenticação, não há caminhos não documentados e que os controles de segurança e a força de autenticação são impostos consistentemente.",,✓,✓,,
V6,Autenticação,V6.3,Segurança Geral de Autenticação,V6.3.5,"Verifique se os usuários são notificados sobre tentativas suspeitas de autenticação (bem-sucedidas ou mal-sucedidas). Isso pode incluir tentativas de autenticação de um local ou cliente incomum, autenticação parcialmente bem-sucedida (apenas um dos múltiplos fatores), uma tentativa de autenticação após um longo período de inatividade ou uma autenticação bem-sucedida após várias tentativas malsucedidas.",,,✓,,
V6,Autenticação,V6.3,Segurança Geral de Autenticação,V6.3.6,Verifique se o e-mail não é usado como mecanismo de autenticação de fator único nem multifator.,,,✓,,
V6,Autenticação,V6.3,Segurança Geral de Autenticação,V6.3.7,"Verifique se os usuários são notificados após atualizações de detalhes de autenticação, como redefinições de credenciais ou modificação do nome de usuário ou endereço de e-mail.",,,✓,,
V6,Autenticação,V6.3,Segurança Geral de Autenticação,V6.3.8,"Verifique se usuários válidos não podem ser deduzidos de desafios de autenticação malsucedidos, como baseando-se em mensagens de erro, códigos de resposta HTTP ou diferentes tempos de resposta. A funcionalidade de registro e esquecimento de senha também deve ter essa proteção.",,,✓,,
V6,Autenticação,V6.4,Ciclo de Vida e Recuperação do Fator de Autenticação,V6.4.1,"Verifique se as senhas iniciais geradas pelo sistema ou códigos de ativação são gerados aleatoriamente de forma segura, seguem a política de senha existente e expiram após um curto período ou depois de serem usados inicialmente. Esses segredos iniciais não podem se tornar a senha de longo prazo.",✓,✓,✓,,
V6,Autenticação,V6.4,Ciclo de Vida e Recuperação do Fator de Autenticação,V6.4.2,"Verifique se não estão presentes dicas de senha ou autenticação baseada em conhecimento (as chamadas ""perguntas secretas"").",✓,✓,✓,,
V6,Autenticação,V6.4,Ciclo de Vida e Recuperação do Fator de Autenticação,V6.4.3,"Verifique se um processo seguro para a redefinição de uma senha esquecida está implementado, o qual não ignora (bypass) nenhum mecanismo de autenticação multifator habilitado.",,✓,✓,,
V6,Autenticação,V6.4,Ciclo de Vida e Recuperação do Fator de Autenticação,V6.4.4,"Verifique se, em caso de perda de um fator de autenticação multifator, a comprovação de identidade é realizada no mesmo nível que durante a inscrição (enrollment).",,✓,✓,,
V6,Autenticação,V6.4,Ciclo de Vida e Recuperação do Fator de Autenticação,V6.4.5,"Verifique se as instruções de renovação para os mecanismos de autenticação que expiram são enviadas com tempo suficiente para serem realizadas antes que o antigo mecanismo expire, configurando lembretes automatizados se necessário.",,,✓,,
V6,Autenticação,V6.4,Ciclo de Vida e Recuperação do Fator de Autenticação,V6.4.6,"Verifique se os usuários administrativos podem iniciar o processo de redefinição de senha para o usuário, mas que isso não permita que eles alterem ou escolham a senha do usuário. Isso evita uma situação em que eles conheçam a senha do usuário.",,,✓,,
V6,Autenticação,V6.5,Requisitos Gerais de Autenticação Multifator,V6.5.1,"Verifique se os segredos de consulta, solicitações ou códigos de autenticação out-of-band e senhas de uso único baseadas em tempo (TOTPs) podem ser usados com sucesso apenas uma vez.",,✓,✓,,
V6,Autenticação,V6.5,Requisitos Gerais de Autenticação Multifator,V6.5.2,"Verifique se, quando armazenados no backend da aplicação, os segredos de consulta com menos de 112 bits de entropia (19 caracteres alfanuméricos aleatórios ou 34 dígitos aleatórios) recebem hash usando um algoritmo aprovado de hash para armazenamento de senhas que incorpore um salt aleatório de 32 bits. Uma função de hash padrão pode ser usada se o segredo tiver 112 bits de entropia ou mais.",,✓,✓,,
V6,Autenticação,V6.5,Requisitos Gerais de Autenticação Multifator,V6.5.3,"Verifique se os segredos de consulta, código de autenticação out-of-band e sementes de senha de uso único baseada em tempo são gerados usando um Gerador de Números Pseudoaleatórios Criptograficamente Seguro (CSPRNG) para evitar valores previsíveis.",,✓,✓,,
V6,Autenticação,V6.5,Requisitos Gerais de Autenticação Multifator,V6.5.4,Verifique se os segredos de consulta e os códigos de autenticação out-of-band têm um mínimo de 20 bits de entropia (normalmente 4 caracteres alfanuméricos aleatórios ou 6 dígitos aleatórios são suficientes).,,✓,✓,,
V6,Autenticação,V6.5,Requisitos Gerais de Autenticação Multifator,V6.5.5,"Verifique se as solicitações de autenticação out-of-band, códigos ou tokens, bem como as senhas de uso único baseadas em tempo (TOTPs) têm uma vida útil (lifetime) definida. As solicitações out-of-band devem ter uma vida útil máxima de 10 minutos e as TOTPs uma vida útil máxima de 30 segundos.",,✓,✓,,
V6,Autenticação,V6.5,Requisitos Gerais de Autenticação Multifator,V6.5.6,Verifique se qualquer fator de autenticação (incluindo dispositivos físicos) pode ser revogado em caso de roubo ou outra perda.,,,✓,,
V6,Autenticação,V6.5,Requisitos Gerais de Autenticação Multifator,V6.5.7,Verifique se os mecanismos de autenticação biométrica são usados ​​apenas como fatores secundários em conjunto com algo que você possui ou algo que você sabe.,,,✓,,
V6,Autenticação,V6.5,Requisitos Gerais de Autenticação Multifator,V6.5.8,Verifique se as senhas de uso único baseadas em tempo (TOTPs) são checadas com base em uma fonte de tempo de um serviço confiável e não de um tempo não confiável ou fornecido pelo cliente.,,,✓,,
V6,Autenticação,V6.6,Mecanismos de Autenticação Fora de Banda (Out-of-Band),V6.6.1,"Verifique se os mecanismos de autenticação usando a Rede Telefônica Pública Comutada (PSTN) para entregar Senhas de Uso Único (OTPs) via telefone ou SMS são oferecidos apenas quando o número de telefone foi validado previamente, se métodos alternativos e mais fortes (como Senhas de Uso Único Baseadas em Tempo) também são oferecidos e se o serviço fornece informações sobre seus riscos de segurança aos usuários. Para aplicações L3, telefone e SMS não devem estar disponíveis como opções.",,✓,✓,,
V6,Autenticação,V6.6,Mecanismos de Autenticação Fora de Banda (Out-of-Band),V6.6.2,"Verifique se as solicitações de autenticação out-of-band, códigos ou tokens estão vinculados à solicitação de autenticação original para a qual foram gerados e não são utilizáveis para uma solicitação anterior ou subsequente.",,✓,✓,,
V6,Autenticação,V6.6,Mecanismos de Autenticação Fora de Banda (Out-of-Band),V6.6.3,Verifique se um mecanismo de autenticação out-of-band baseado em código está protegido contra ataques de força bruta usando limitação de taxa (rate limiting). Considere também o uso de um código com pelo menos 64 bits de entropia.,,✓,✓,,
V6,Autenticação,V6.6,Mecanismos de Autenticação Fora de Banda (Out-of-Band),V6.6.4,"Verifique se, quando notificações push são usadas para autenticação multifator, a limitação de taxa é usada para evitar ataques de bombardeio de push (push bombing). A correspondência de números (number matching) também pode mitigar esse risco.",,,✓,,
V6,Autenticação,V6.7,Mecanismos de Autenticação Criptográfica,V6.7.1,Verifique se os certificados usados para verificar afirmações (assertions) de autenticação criptográfica são armazenados de forma que os proteja contra modificações.,,,✓,,
V6,Autenticação,V6.7,Mecanismos de Autenticação Criptográfica,V6.7.2,"Verifique se o nonce de desafio tem pelo menos 64 bits de comprimento, e é estatisticamente único ou único durante toda a vida útil do dispositivo criptográfico.",,,✓,,
V6,Autenticação,V6.8,Autenticação com um Provedor de Identidade (Identity Provider),V6.8.1,"Verifique se, caso a aplicação suporte múltiplos provedores de identidade (IdPs), a identidade do usuário não pode ser falsificada (spoofed) por meio de outro provedor de identidade suportado (por exemplo, usando o mesmo identificador de usuário). A mitigação padrão seria a aplicação registrar e identificar o usuário usando uma combinação do ID do IdP (servindo como um namespace) e o ID do usuário no IdP.",,✓,✓,,
V6,Autenticação,V6.8,Autenticação com um Provedor de Identidade (Identity Provider),V6.8.2,"Verifique se a presença e a integridade de assinaturas digitais em asserções de autenticação (por exemplo, em JWTs ou asserções SAML) são sempre validadas, rejeitando quaisquer asserções que não estejam assinadas ou possuam assinaturas inválidas.",,✓,✓,,
V6,Autenticação,V6.8,Autenticação com um Provedor de Identidade (Identity Provider),V6.8.3,Verifique se asserções SAML são processadas de maneira única e usadas apenas uma vez dentro do período de validade para prevenir ataques de repetição (replay attacks).,,✓,✓,,
V6,Autenticação,V6.8,Autenticação com um Provedor de Identidade (Identity Provider),V6.8.4,"Verifique se, caso uma aplicação use um Provedor de Identidade (IdP) separado e espere uma força de autenticação, métodos ou atualidade específicos para funções específicas, a aplicação verifique isso usando as informações retornadas pelo IdP. Por exemplo, se o OIDC for usado, isso pode ser obtido validando as claims (reivindicações) do ID Token, como 'acr', 'amr' e 'auth_time' (se presentes). Se o IdP não fornecer essas informações, a aplicação deve ter uma abordagem de contingência documentada que assume que o mecanismo de autenticação de força mínima foi usado (por exemplo, autenticação de fator único usando nome de usuário e senha).",,✓,✓,,
V7,Gerenciamento de Sessão,V7.1,Documentação de Gerenciamento de Sessão,V7.1.1,"Verifique se o tempo limite de inatividade da sessão do usuário e o tempo de vida (lifetime) máximo absoluto da sessão estão documentados, são apropriados em combinação com outros controles e se a documentação inclui justificativa para quaisquer desvios dos requisitos de reautenticação do NIST SP 800-63B.",,✓,✓,,
V7,Gerenciamento de Sessão,V7.1,Documentação de Gerenciamento de Sessão,V7.1.2,"Verifique se a documentação define quantas sessões concorrentes (paralelas) são permitidas para uma conta, bem como os comportamentos e as ações pretendidas a serem tomadas quando o número máximo de sessões ativas for alcançado.",,✓,✓,,
V7,Gerenciamento de Sessão,V7.1,Documentação de Gerenciamento de Sessão,V7.1.3,"Verifique se todos os sistemas que criam e gerenciam sessões de usuário como parte de um ecossistema de gerenciamento de identidade federada (como sistemas SSO) estão documentados juntamente com os controles para coordenar tempos de vida das sessões, encerramento e quaisquer outras condições que exijam reautenticação.",,✓,✓,,
V7,Gerenciamento de Sessão,V7.2,Segurança Fundamental do Gerenciamento de Sessão,V7.2.1,Verifique se a aplicação realiza toda a verificação do token de sessão usando um serviço de backend confiável.,✓,✓,✓,,
V7,Gerenciamento de Sessão,V7.2,Segurança Fundamental do Gerenciamento de Sessão,V7.2.2,"Verifique se a aplicação usa tokens autocontidos ou de referência gerados dinamicamente para o gerenciamento de sessão, ou seja, não usando chaves e segredos estáticos de API.",✓,✓,✓,,
V7,Gerenciamento de Sessão,V7.2,Segurança Fundamental do Gerenciamento de Sessão,V7.2.3,"Verifique se, caso tokens de referência sejam usados para representar sessões de usuário, eles são únicos e gerados usando um gerador de números pseudoaleatórios criptograficamente seguro (CSPRNG) e possuem pelo menos 128 bits de entropia.",✓,✓,✓,,
V7,Gerenciamento de Sessão,V7.2,Segurança Fundamental do Gerenciamento de Sessão,V7.2.4,"Verifique se a aplicação gera um novo token de sessão no momento da autenticação do usuário, incluindo a reautenticação, e encerra o token de sessão atual.",✓,✓,✓,,
V7,Gerenciamento de Sessão,V7.3,Tempo Limite de Sessão (Session Timeout),V7.3.1,Verifique se existe um tempo limite (timeout) de inatividade de modo que a reautenticação seja forçada de acordo com a análise de risco e as decisões de segurança documentadas.,,✓,✓,,
V7,Gerenciamento de Sessão,V7.3,Tempo Limite de Sessão (Session Timeout),V7.3.2,"Verifique se existe um tempo de vida (lifetime) máximo absoluto para a sessão, de forma que a reautenticação seja forçada de acordo com a análise de risco e as decisões de segurança documentadas.",,✓,✓,,
V7,Gerenciamento de Sessão,V7.4,Encerramento da Sessão,V7.4.1,"Verifique se, quando o encerramento da sessão é acionado (como em caso de logout ou expiração), a aplicação proíbe qualquer uso adicional da sessão. Para tokens de referência ou sessões stateful, isso significa invalidar os dados da sessão no backend da aplicação. As aplicações que usam tokens autocontidos precisarão de uma solução como manter uma lista de tokens encerrados, proibir tokens produzidos antes de uma data e hora por usuário ou rotacionar a chave de assinatura por usuário.",✓,✓,✓,,
V7,Gerenciamento de Sessão,V7.4,Encerramento da Sessão,V7.4.2,Verifique se a aplicação encerra todas as sessões ativas quando uma conta de usuário é desativada ou excluída (como quando um funcionário deixa a empresa).,✓,✓,✓,,
V7,Gerenciamento de Sessão,V7.4,Encerramento da Sessão,V7.4.3,"Verifique se a aplicação fornece a opção de encerrar todas as outras sessões ativas após uma mudança ou remoção bem-sucedida de qualquer fator de autenticação (incluindo alteração de senha via redefinição ou recuperação e, se presente, atualização de configurações de MFA).",,✓,✓,,
V7,Gerenciamento de Sessão,V7.4,Encerramento da Sessão,V7.4.4,Verifique se todas as páginas que requerem autenticação têm um acesso fácil e visível à funcionalidade de logout.,,✓,✓,,
V7,Gerenciamento de Sessão,V7.4,Encerramento da Sessão,V7.4.5,Verifique se os administradores da aplicação conseguem encerrar sessões ativas para um usuário individual ou para todos os usuários.,,✓,✓,,
V7,Gerenciamento de Sessão,V7.5,Defesas Contra o Abuso de Sessão,V7.5.1,"Verifique se a aplicação exige uma reautenticação completa antes de permitir modificações em atributos sensíveis da conta que possam afetar a autenticação, como endereço de e-mail, número de telefone, configuração de MFA ou outras informações usadas na recuperação da conta.",,✓,✓,,
V7,Gerenciamento de Sessão,V7.5,Defesas Contra o Abuso de Sessão,V7.5.2,Verifique se os usuários são capazes de visualizar e (tendo se autenticado novamente com pelo menos um fator) encerrar qualquer ou todas as sessões ativas no momento.,,✓,✓,,
V7,Gerenciamento de Sessão,V7.5,Defesas Contra o Abuso de Sessão,V7.5.3,Verifique se a aplicação exige uma autenticação posterior com pelo menos um fator ou verificação secundária antes de executar transações ou operações altamente confidenciais.,,,✓,,
V7,Gerenciamento de Sessão,V7.6,Reautenticação Federada,V7.6.1,"Verifique se o tempo de vida e o encerramento da sessão entre Relying Parties (RPs) e Provedores de Identidade (IdPs) se comportam conforme o documentado, exigindo a reautenticação conforme necessário, como, por exemplo, quando o tempo máximo entre os eventos de autenticação do IdP é atingido.",,✓,✓,,
V7,Gerenciamento de Sessão,V7.6,Reautenticação Federada,V7.6.2,"Verifique se a criação de uma sessão requer o consentimento do usuário ou uma ação explícita, prevenindo a criação de novas sessões na aplicação sem interação do usuário.",,✓,✓,,
V8,Autorização,V8.1,Documentação de Autorização,V8.1.1,Verifique se a documentação de autorização define regras para restringir o acesso em nível de função e específico a dados com base nas permissões do consumidor e nos atributos do recurso.,✓,✓,✓,,
V8,Autorização,V8.1,Documentação de Autorização,V8.1.2,"Verifique se a documentação de autorização define regras para restrições de acesso em nível de campo (tanto para leitura quanto escrita) com base nas permissões do consumidor e atributos do recurso. Note que essas regras podem depender de outros valores de atributos do objeto de dados relevante, como estado ou status.",,✓,✓,,
V8,Autorização,V8.1,Documentação de Autorização,V8.1.3,"Verifique se a documentação da aplicação define os atributos ambientais e contextuais (incluindo, mas não se limitando a, hora do dia, localização do usuário, endereço IP ou dispositivo) que são usados na aplicação para tomar decisões de segurança, incluindo as pertinentes à autenticação e autorização.",,,✓,,
V8,Autorização,V8.1,Documentação de Autorização,V8.1.4,"Verifique se a documentação de autenticação e autorização define como fatores ambientais e contextuais são usados na tomada de decisões, além da autorização em nível de função, específica a dados e em nível de campo. Isso deve incluir os atributos avaliados, os limites de risco e as ações tomadas (ex., permitir, desafiar, negar, autenticação step-up).",,,✓,,
V8,Autorização,V8.2,Design Geral de Autorização,V8.2.1,Verifique se a aplicação garante que o acesso em nível de função seja restrito a consumidores com permissões explícitas.,✓,✓,✓,,
V8,Autorização,V8.2,Design Geral de Autorização,V8.2.2,Verifique se a aplicação garante que o acesso específico a dados seja restrito a consumidores com permissões explícitas a itens de dados específicos para mitigar referência direta insegura a objeto (IDOR) e autorização em nível de objeto quebrada (BOLA).,✓,✓,✓,,
V8,Autorização,V8.2,Design Geral de Autorização,V8.2.3,Verifique se a aplicação garante que o acesso em nível de campo seja restrito a consumidores com permissões explícitas a campos específicos para mitigar autorização em nível de propriedade de objeto quebrada (BOPLA).,,✓,✓,,
V8,Autorização,V8.2,Design Geral de Autorização,V8.2.4,"Verifique se os controles de segurança adaptativos baseados nos atributos ambientais e contextuais do consumidor (como hora do dia, localização, endereço IP ou dispositivo) são implementados para decisões de autenticação e autorização, conforme definido na documentação da aplicação. Esses controles devem ser aplicados quando o consumidor tentar iniciar uma nova sessão e também durante uma sessão existente.",,,✓,,
V8,Autorização,V8.3,Autorização em Nível de Operação,V8.3.1,"Verifique se a aplicação impõe as regras de autorização em uma camada de serviço confiável e não depende de controles que um consumidor não confiável possa manipular, como JavaScript no lado do cliente.",✓,✓,✓,,
V8,Autorização,V8.3,Autorização em Nível de Operação,V8.3.2,"Verifique se as alterações aos valores sobre os quais as decisões de autorização são tomadas são aplicadas imediatamente. Nos casos onde as mudanças não podem ser aplicadas imediatamente (como quando se depende de dados em tokens autocontidos), deve haver controles mitigadores para alertar quando um consumidor realizar uma ação para a qual ele não está mais autorizado a fazer, e para reverter a mudança. Note que essa alternativa não mitigaria o vazamento de informações.",,,✓,,
V8,Autorização,V8.3,Autorização em Nível de Operação,V8.3.3,"Verifique se o acesso a um objeto é baseado nas permissões do sujeito (ex., consumidor) originador, não nas permissões de qualquer intermediário ou serviço atuando em nome deles. Por exemplo, se um consumidor chama um web service usando um token autocontido para autenticação, e o serviço então solicita dados de um serviço diferente, o segundo serviço usará o token do consumidor, em vez de um token machine-to-machine do primeiro serviço, para tomar decisões de permissão.",,,✓,,
V8,Autorização,V8.4,Outras Considerações sobre Autorização,V8.4.1,Verifique se aplicações multilocatário (multi-tenant) usam controles cruzados de inquilinos (cross-tenant) para garantir que as operações do consumidor nunca afetem inquilinos com os quais eles não têm permissão para interagir.,,✓,✓,,
